id,name,slug,small_logo_thumb_url,website,all_locations,long_description,one_liner,team_size,industry,subindustry,launched_at,tags/0,tags/1,top_company,isHiring,nonprofit,batch,status,industries/0,industries/1,regions/0,regions/1,stage,app_video_public,demo_day_video_public,app_answers,question_answers,objectID,_highlightResult/name/value,_highlightResult/name/matchLevel,_highlightResult/website/value,_highlightResult/website/matchLevel,_highlightResult/all_locations/value,_highlightResult/all_locations/matchLevel,_highlightResult/long_description/value,_highlightResult/long_description/matchLevel,_highlightResult/one_liner/value,_highlightResult/one_liner/matchLevel,_highlightResult/tags/0/value,_highlightResult/tags/0/matchLevel,_highlightResult/tags/1/value,_highlightResult/tags/1/matchLevel,former_names/0,_highlightResult/former_names/0/value,_highlightResult/former_names/0/matchLevel,tags/2,tags/3,regions/2,regions/3,_highlightResult/tags/2/value,_highlightResult/tags/2/matchLevel,_highlightResult/tags/3/value,_highlightResult/tags/3/matchLevel,tags/4,_highlightResult/tags/4/value,_highlightResult/tags/4/matchLevel,former_names/1,_highlightResult/former_names/1/value,_highlightResult/former_names/1/matchLevel,tags_highlighted/0,former_names/2,_highlightResult/former_names/2/value,_highlightResult/former_names/2/matchLevel
30472,Ticket Wallet,ticket-wallet,https://bookface-images.s3.amazonaws.com/small_logos/aee79884414204273d658fb832b718c73ef9ba82.png,https://www.ticketwallet.com,,"Ticket Wallet is an AI-powered resale platform for season ticket holders and brokers.
We automate pricing, listing, and distribution across all major marketplaces.

Today, most tickets are still sold manually: spreadsheets, guessing prices, and listing on one site at a time. The biggest brokers outsource pricing to teams in the Philippines… 

We built Ticket Wallet because we lived this. Truman has been flipping tickets for the last 5 years. Ryan built pricing software after seeing the mess first-hand. We’ve turned that pain into a product.

Since launch, we’ve onboarded $3M+ in ticket inventory, signed up 100+ paying sellers, and started working with pro teams. We charge 10% per ticket sold. This is our wedge into the $26B resale market.

Other platforms cost you money. We make you more of it.",AI-optimized ticket resale,2,B2B,B2B,1747795833,,,false,false,false,Spring 2025,Active,B2B,,Remote,Partly Remote,Early,false,false,,true,30472,Ticket Wallet,none,https://www.ticketwallet.com,none,,none,"Ticket Wallet is an AI-powered resale platform for season ticket holders and brokers.
We automate pricing, listing, and distribution across all major marketplaces.

Today, most tickets are still sold manually: spreadsheets, guessing prices, and listing on one site at a time. The biggest brokers outsource pricing to teams in the Philippines… 

We built Ticket Wallet because we lived this. Truman has been flipping tickets for the last 5 years. Ryan built pricing software after seeing the mess first-hand. We’ve turned that pain into a product.

Since launch, we’ve onboarded $3M+ in ticket inventory, signed up 100+ paying sellers, and started working with pro teams. We charge 10% per ticket sold. This is our wedge into the $26B resale market.

Other platforms cost you money. We make you more of it.",none,AI-optimized ticket resale,none,,,,,,,,,,,,,,,,,,,,,,,,,
30459,Chiron,chiron,https://bookface-images.s3.amazonaws.com/small_logos/413bccd180b2d3b183e43292dcbda31f7c7beaf3.png,https://projectchiron.org,"San Francisco, CA, USA","Chiron is an iPad app that understands math as it’s written - like Grammarly for algebra. We’re both Oxford math grads, have tutored for a decade, and we’re creating the future of learning which will be entirely 1-on-1.",Grammarly for Math ✏️,2,Education,Education,1748069202,AI-Enhanced Learning,Developer Tools,false,false,false,Spring 2025,Active,Education,,United States of America,America / Canada,Early,false,false,,false,30459,Chiron,none,https://projectchiron.org,none,"San Francisco, CA, USA",none,"Chiron is an iPad app that understands math as it’s written - like Grammarly for algebra. We’re both Oxford math grads, have tutored for a decade, and we’re creating the future of learning which will be entirely 1-on-1.",none,Grammarly for Math ✏️,none,AI-Enhanced Learning,none,Developer Tools,none,,,,Education,Edtech,,,Education,none,Edtech,none,,,,,,,,,,
30454,Refresh,refresh,https://bookface-images.s3.amazonaws.com/small_logos/fa69690b8b1a0cab958e9bf859bdea3e6735b40c.png,https://www.refresh.dev,"San Francisco, CA, USA",Building RL environments for the next generation of capabilities in frontier models. ,RL environments for computer use and software engineering work,2,B2B,"B2B -> Engineering, Product and Design",1745867856,Artificial Intelligence,Developer Tools,false,false,false,Spring 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30454,Refresh,none,https://www.refresh.dev,none,"San Francisco, CA, USA",none,Building RL environments for the next generation of capabilities in frontier models. ,none,RL environments for computer use and software engineering work,none,Artificial Intelligence,none,Developer Tools,none,,,,SaaS,B2B,,,SaaS,none,B2B,none,Web Development,Web Development,none,,,,,,,
30453,Parsewise,parsewise,https://bookface-images.s3.amazonaws.com/small_logos/7f1c0c72a7f623d3b80ce3fbde35d6d196e31e5c.png,https://parsewise.ai,"London, England, United Kingdom","Automate data extraction, resolution, and validation from document packages to accelerate investment and underwriting workflows. Parsewise applies your decision criteria, completes custom templates, and delivers reliable insights – so your team acts faster with confidence.",Automated document package parsing for investment & underwriting teams,4,B2B,B2B,1745096268,,,false,false,false,Spring 2025,Active,B2B,,United Kingdom,Europe,Early,false,false,,false,30453,Parsewise,none,https://parsewise.ai,none,"London, England, United Kingdom",none,"Automate data extraction, resolution, and validation from document packages to accelerate investment and underwriting workflows. Parsewise applies your decision criteria, completes custom templates, and delivers reliable insights – so your team acts faster with confidence.",none,Automated document package parsing for investment & underwriting teams,none,,,,,,,,,,Remote,Partly Remote,,,,,,,,,,,,,,
30452,Better Auth,better-auth,https://bookface-images.s3.amazonaws.com/small_logos/1f768f164c4dd92121e70abbd42713af3118834a.png,https://better-auth.com/,"San Francisco, CA, USA","Better Auth is a comprehensive authentication framework for TypeScript that lets you implement everything from simple auth flows to enterprise-grade systems directly on your own database, embedded in your backend. It’s loved by developers all over the world and endorsed by leading voices in the ecosystem.

On top of the framework, Better Auth also provides an infrastructure layer to help you scale with user management and analytics, bot and fraud detection, transactional email and SMS, global session storage and more.",The authentication framework for TypeScript,4,B2B,B2B -> Security,1744888506,Developer Tools,Security,false,true,false,Spring 2025,Active,B2B,Security,United States of America,America / Canada,Early,false,false,,false,30452,Better Auth,none,https://better-auth.com/,none,"San Francisco, CA, USA",none,"Better Auth is a comprehensive authentication framework for TypeScript that lets you implement everything from simple auth flows to enterprise-grade systems directly on your own database, embedded in your backend. It’s loved by developers all over the world and endorsed by leading voices in the ecosystem.

On top of the framework, Better Auth also provides an infrastructure layer to help you scale with user management and analytics, bot and fraud detection, transactional email and SMS, global session storage and more.",none,The authentication framework for TypeScript,none,Developer Tools,none,Security,none,,,,Open Source,,Remote,Partly Remote,Open Source,none,,,,,,,,,,,,
30448,PgDog,pgdog,https://bookface-images.s3.amazonaws.com/small_logos/e611bab66e36c7b14163abfaf0665e260a2ac3e2.png,https://pgdog.dev,Remote,"PgDog is an application for sharding PostgreSQL. It understands SQL and can distribute queries automatically between databases. It's built for managed databases, like AWS RDS, and doesn't require any changes to application code or schema.

In addition to sharding, PgDog is a load balancer and pooler, so it can act as a replacement for PgBouncer, RDS Proxy, and other Postgres scaling products. It brings the simplicity and performance of HTTP load balancing to the database.

Built from the experience of sharding Postgres at Instacart during peak growth in 2020, PgDog is the answer to the old question: does Postgres scale? It does now.",Scaling engine for PostgreSQL,1,B2B,B2B -> Infrastructure,1745009582,,,false,true,false,Spring 2025,Active,B2B,Infrastructure,Remote,Fully Remote,Early,false,false,,false,30448,PgDog,none,https://pgdog.dev,none,Remote,none,"PgDog is an application for sharding PostgreSQL. It understands SQL and can distribute queries automatically between databases. It's built for managed databases, like AWS RDS, and doesn't require any changes to application code or schema.

In addition to sharding, PgDog is a load balancer and pooler, so it can act as a replacement for PgBouncer, RDS Proxy, and other Postgres scaling products. It brings the simplicity and performance of HTTP load balancing to the database.

Built from the experience of sharding Postgres at Instacart during peak growth in 2020, PgDog is the answer to the old question: does Postgres scale? It does now.",none,Scaling engine for PostgreSQL,none,,,,,,,,,,,,,,,,,,,,,,,,,
30435,Zenobia Pay,zenobia-pay,https://bookface-images.s3.amazonaws.com/small_logos/0ab4320fe6f29ff596358215bcc176ee03d1d30c.png,https://zenobiapay.com,"New York, NY, USA","Zenobia Pay enables luxury brands and jewelers to accept pay-by-bank. We’ve built an instant clearing pay-by-bank network with bundled fraud insurance that costs 3 times less in fees than credit card processing.

We are building Zenobia Pay specifically for expensive goods. Items are high intentionality, so we can actually convert customers at checkout. Payments go through your phone without you having to download an app.

We use purchase metadata to provide a digital proof of purchase for the entire lifespan of luxury goods so that brands can earn fees verification fees on the $39B resale market, which is growing 3 times faster than new sales. 

Zenobia Pay is a branded pay-by-bank rewards network that is the default payment mechanism for all purchases over $200.",Bank transfers as payments for luxury retailers.,2,Fintech,Fintech -> Payments,1747591533,Fintech,Payments,false,false,false,Spring 2025,Active,Fintech,Payments,United States of America,America / Canada,Early,false,false,,false,30435,Zenobia Pay,none,https://zenobiapay.com,none,"New York, NY, USA",none,"Zenobia Pay enables luxury brands and jewelers to accept pay-by-bank. We’ve built an instant clearing pay-by-bank network with bundled fraud insurance that costs 3 times less in fees than credit card processing.

We are building Zenobia Pay specifically for expensive goods. Items are high intentionality, so we can actually convert customers at checkout. Payments go through your phone without you having to download an app.

We use purchase metadata to provide a digital proof of purchase for the entire lifespan of luxury goods so that brands can earn fees verification fees on the $39B resale market, which is growing 3 times faster than new sales. 

Zenobia Pay is a branded pay-by-bank rewards network that is the default payment mechanism for all purchases over $200.",none,Bank transfers as payments for luxury retailers.,none,Fintech,none,Payments,none,,,,E-commerce,,,,E-commerce,none,,,,,,,,,,,,
30428,Capacitive,capacitive,https://bookface-images.s3.amazonaws.com/small_logos/40c96e80ab5fc53e3ad2af87fa471c14586b633f.png,https://capacitive.ai/,"San Francisco, CA, USA","We supercharge agents from Cursor to AgentKit with product and team-level context. Connect us once to where your internal data lives, then create secure data gateways with granular cross-platform permissions, comprehensive monitoring, and robust security filtering.",The data gateway for agents.,2,B2B,"B2B -> Engineering, Product and Design",1746399469,Developer Tools,SaaS,false,false,false,Spring 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30428,Capacitive,none,https://capacitive.ai/,none,"San Francisco, CA, USA",none,"We supercharge agents from Cursor to AgentKit with product and team-level context. Connect us once to where your internal data lives, then create secure data gateways with granular cross-platform permissions, comprehensive monitoring, and robust security filtering.",none,The data gateway for agents.,none,Developer Tools,none,SaaS,none,,,,Enterprise Software,,,,Enterprise Software,none,,,,,,,,,,,,
30412,Bloom,bloom-4,https://bookface-images.s3.amazonaws.com/small_logos/3577a0e8b2ab3aba26616432bba656fef491a245.png,https://bloom.diy/,,"Bloom lets you vibe code cross-platform apps and test them on your phone natively in seconds. Unlike other vibe code tools, Bloom deploys a backend for you, so you can build functional MVPs and personal apps, not just toys.

https://youtu.be/oeJCk_nwDZg",Build and share mobile apps in seconds,2,B2B,"B2B -> Engineering, Product and Design",1748292751,,,false,true,false,Spring 2025,Active,B2B,"Engineering, Product and Design",Remote,Partly Remote,Early,false,false,,false,30412,Bloom,none,https://bloom.diy/,none,,none,"Bloom lets you vibe code cross-platform apps and test them on your phone natively in seconds. Unlike other vibe code tools, Bloom deploys a backend for you, so you can build functional MVPs and personal apps, not just toys.

https://youtu.be/oeJCk_nwDZg",none,Build and share mobile apps in seconds,none,,,,,,,,,,,,,,,,,,,,,,,,,
30411,cubic,cubic,https://bookface-images.s3.amazonaws.com/small_logos/8d4b717bddf685ac3a5f54298f79381c741a52c3.png,https://cubic.dev/,"London, England, United Kingdom","Code review is a major bottleneck for software teams, and the rise of AI-generated code is making the problem worse. Reviewing large volumes of code slows devs down, and increases the chances of bugs slipping through.

That's why we're building cubic: an intelligent code review platform that helps devs merge PRs 28% faster.

How? 
- When you open a PR, cubic automatically reviews it. It learns from your codebase's patterns, points out bugs, suggesting fixes, and frees you from low-level review tasks.
- You then jump into the cubic platform, which is designed to optimize how humans review code. For example, file changes are organized in a logical order instead of alphabetical, and cubic generates diagrams of architecture changes.",AI-powered code review platform,2,B2B,"B2B -> Engineering, Product and Design",1743248262,Developer Tools,,false,true,false,Spring 2025,Active,B2B,"Engineering, Product and Design",United Kingdom,Europe,Early,false,false,,false,30411,cubic,none,https://cubic.dev/,none,"London, England, United Kingdom",none,"Code review is a major bottleneck for software teams, and the rise of AI-generated code is making the problem worse. Reviewing large volumes of code slows devs down, and increases the chances of bugs slipping through.

That's why we're building cubic: an intelligent code review platform that helps devs merge PRs 28% faster.

How? 
- When you open a PR, cubic automatically reviews it. It learns from your codebase's patterns, points out bugs, suggesting fixes, and frees you from low-level review tasks.
- You then jump into the cubic platform, which is designed to optimize how humans review code. For example, file changes are organized in a logical order instead of alphabetical, and cubic generates diagrams of architecture changes.",none,AI-powered code review platform,none,Developer Tools,none,,,,,,,,,,,,,,,,,,,,,,,
30403,Aravolta,aravolta,https://bookface-images.s3.amazonaws.com/small_logos/fef90b2fedf3b6bcd07d770648c6074b9717d2a0.png,https://www.aravolta.com/,"San Francisco, CA, USA","Aravolta provides a single pane of glass software for data centers to increase uptime, reduce costs, and improve performance.

A single utility node onboards every asset within an hour and detects hardware failures, hotspots, and other issues.

It also generates reports on important metrics like Power Usage Effectiveness (PUE), energy metering, resource utilization, and much more. ","Software to monitor, control, and optimize data centers.",3,B2B,B2B -> Infrastructure,1746569409,Enterprise Software,Cloud Computing,false,true,false,Spring 2025,Active,B2B,Infrastructure,United States of America,America / Canada,Early,false,false,,false,30403,Aravolta,none,https://www.aravolta.com/,none,"San Francisco, CA, USA",none,"Aravolta provides a single pane of glass software for data centers to increase uptime, reduce costs, and improve performance.

A single utility node onboards every asset within an hour and detects hardware failures, hotspots, and other issues.

It also generates reports on important metrics like Power Usage Effectiveness (PUE), energy metering, resource utilization, and much more. ",none,"Software to monitor, control, and optimize data centers.",none,Enterprise Software,none,Cloud Computing,none,,,,Monitoring,,,,Monitoring,none,,,,,,,,,,,,
30363,BlindPay,blindpay,https://bookface-images.s3.amazonaws.com/small_logos/f1817a0c9b9ff2db524e7cb0712e6867cdfcb2f0.png,https://blindpay.com/,,"BlindPay is a stablecoin API that enables companies to send and receive money worldwide using fiat money, stablecoins and multiple blockchains. We handle all the complex compliance and regulatory requirements, so companies can focus on their core business.",Stablecoin API for global payments,4,Fintech,Fintech -> Payments,1737430094,Fintech,Crypto / Web3,false,false,false,Winter 2025,Active,Fintech,Payments,Unspecified,,Early,false,false,,false,30363,BlindPay,none,https://blindpay.com/,none,,none,"BlindPay is a stablecoin API that enables companies to send and receive money worldwide using fiat money, stablecoins and multiple blockchains. We handle all the complex compliance and regulatory requirements, so companies can focus on their core business.",none,Stablecoin API for global payments,none,Fintech,none,Crypto / Web3,none,,,,Payments,API,,,Payments,none,API,none,,,,,,,Crypto / Web3,,,
30356,Fira,fira,https://bookface-images.s3.amazonaws.com/small_logos/8180359e4edaaddd169f88aafc0eb2338fe0116f.png,https://firaresearch.com/,,"Fira accelerates financial research for investment analysts by instantly searching and analyzing thousands of pages of company filings and earnings reports, delivering source-cited answers and verifiable calculations.

Our mission is to build a comprehensive research platform that integrates seamlessly with internal and external data sources, handles research and analysis, generates investment documents, and automates repetitive workflows. This frees investment professionals to focus on what matters most: building relationships and making strategic decisions.",Financial research platform for investment firms,2,B2B,B2B -> Finance and Accounting,1736800806,,,false,true,false,Winter 2025,Active,B2B,Finance and Accounting,Unspecified,,Early,false,false,,false,30356,Fira,none,https://firaresearch.com/,none,,none,"Fira accelerates financial research for investment analysts by instantly searching and analyzing thousands of pages of company filings and earnings reports, delivering source-cited answers and verifiable calculations.

Our mission is to build a comprehensive research platform that integrates seamlessly with internal and external data sources, handles research and analysis, generates investment documents, and automates repetitive workflows. This frees investment professionals to focus on what matters most: building relationships and making strategic decisions.",none,Financial research platform for investment firms,none,,,,,,,,,,,,,,,,,,,,,,,,,
30349,Tally,tallyhq,https://bookface-images.s3.amazonaws.com/small_logos/72ac8465d346726a4daec2178bdd9db6a3a41859.png,https://tallyhq.com,,,Coming soon!,2,B2B,Unspecified,1739308183,,,false,false,false,Winter 2025,Active,B2B,,Unspecified,,Early,false,false,,false,30349,Tally,none,https://tallyhq.com,none,,none,,none,Coming soon!,none,,,,,Trestle,Trestle,none,,,,,,,,,,,,,,,,,,
30348,SAMMY Labs,sammy-labs,https://bookface-images.s3.amazonaws.com/small_logos/9bdb570c43e3c58161a904790b035ac6647153c9.png,https://www.sammylabs.com,,"SAMMY is an Al that explores your app like a real user, mapping every possible click to generate content, onboard users and spot issues. It updates automatically with every product change, keeping everything running smoothly. It may feel like magic, but it’s just powerful technology at work.","Live, AI-powered graph of every possible click path in your software",3,B2B,B2B,1739574667,,,false,true,false,Winter 2025,Active,B2B,,Unspecified,,Early,false,false,,false,30348,SAMMY Labs,none,https://www.sammylabs.com,none,,none,"SAMMY is an Al that explores your app like a real user, mapping every possible click to generate content, onboard users and spot issues. It updates automatically with every product change, keeping everything running smoothly. It may feel like magic, but it’s just powerful technology at work.",none,"Live, AI-powered graph of every possible click path in your software",none,,,,,,,,,,,,,,,,,,,,,,,,,
30347,Instinct,instinct,https://bookface-images.s3.amazonaws.com/small_logos/755313167313a2de3bd2cc31183948d26996bb07.png,https://www.instinct-space.com/,"London, England, United Kingdom","Instinct is making the Moon the new LEO. Our small lunar lander is designed to be launched as a regular LEO rideshare, enabling higher mission cadence at a lower cost.",Building the lunar future. ,4,Industrials,Industrials -> Aviation and Space,1739754908,Commercial Space Launch,Hard Tech,false,false,false,Winter 2025,Active,Industrials,Aviation and Space,United Kingdom,Europe,Early,false,false,,false,30347,Instinct,none,https://www.instinct-space.com/,none,"London, England, United Kingdom",none,"Instinct is making the Moon the new LEO. Our small lunar lander is designed to be launched as a regular LEO rideshare, enabling higher mission cadence at a lower cost.",none,Building the lunar future. ,none,Commercial Space Launch,none,Hard Tech,none,,,,Space Exploration,Satellites,,,Space Exploration,none,Satellites,none,Aerospace,Aerospace,none,,,,,,,
30307,Archon,archon,https://bookface-images.s3.amazonaws.com/small_logos/a035400f6acd84a35dea2f9fb7832b054c02ed12.png,https://archon.inc,"San Francisco, CA, USA","Archon helps software companies sell to the government by cutting the required federal compliance timeline (called FedRAMP) down from 16 to 6 months and cuts costs by $1M per company. 

Email us at inquiries@archon.inc",We help software companies sell to government.,3,Government,Government,1738095676,GovTech,Compliance,false,true,false,Winter 2025,Active,Government,,United States of America,America / Canada,Early,false,false,,true,30307,Archon,none,https://archon.inc,none,"San Francisco, CA, USA",none,"Archon helps software companies sell to the government by cutting the required federal compliance timeline (called FedRAMP) down from 16 to 6 months and cuts costs by $1M per company. 

Email us at inquiries@archon.inc",none,We help software companies sell to government.,none,GovTech,none,Compliance,none,NEXUS,NEXUS,none,Cybersecurity,Cloud Computing,,,Cybersecurity,none,Cloud Computing,none,,,,,,,,,,
30302,Misprint,misprint,https://bookface-images.s3.amazonaws.com/small_logos/8a1c3f9a7b61db8b3dcf3a8453340dd7f22bb529.png,https://www.misprint.com,"New York, NY, USA","Misprint is an all-in-one marketplace that solves the biggest pain point in the collectibles world: opaque pricing. Collectors, investors, and hobbyists currently rely on scattered data from auction houses, online forums, and reseller platforms, making it difficult to know the true value of their items. Misprint streamlines the process by combining accurate pricing analytics with a seamless buy/sell marketplace, making it easier than ever to understand and monetize collectible assets.

Existing marketplaces lack robust, real-time analytics because accurate valuations require deep expertise in both the collectibles domain and advanced pricing algorithms. Misprint’s unique blend of insider trading card knowledge and machine learning allows us to fill this gap.

Building these pricing models requires extensive data infrastructure, deep domain expertise, and cutting-edge ML. Recent surges in the trading card market show that collectors crave transparent valuations.

The global collectibles market is worth tens of billions of dollars. Eva has experienced the scale of this industry firsthand, generating $500k ARR within three months of taking her Pokemon card-selling side hustle full-time. With additional segments like sports cards, comics, and emerging collectible categories, the growth runway is immense.

Co-founders Eva and Jon have been best friends since Exeter, combining finance expertise, a passion for collectibles, and mathematical rigor. By merging Goldman Sachs-level financial analytics with top-tier mathematical talent, Misprint is uniquely positioned to become the go-to platform for fair, transparent pricing in the collectibles space.",Misprint is building Robinhood for Pokemon cards,5,Consumer,Consumer,1737236774,Marketplace,Consumer,false,true,false,Winter 2025,Active,Consumer,,United States of America,America / Canada,Early,true,false,,false,30302,Misprint,none,https://www.misprint.com,none,"New York, NY, USA",none,"Misprint is an all-in-one marketplace that solves the biggest pain point in the collectibles world: opaque pricing. Collectors, investors, and hobbyists currently rely on scattered data from auction houses, online forums, and reseller platforms, making it difficult to know the true value of their items. Misprint streamlines the process by combining accurate pricing analytics with a seamless buy/sell marketplace, making it easier than ever to understand and monetize collectible assets.

Existing marketplaces lack robust, real-time analytics because accurate valuations require deep expertise in both the collectibles domain and advanced pricing algorithms. Misprint’s unique blend of insider trading card knowledge and machine learning allows us to fill this gap.

Building these pricing models requires extensive data infrastructure, deep domain expertise, and cutting-edge ML. Recent surges in the trading card market show that collectors crave transparent valuations.

The global collectibles market is worth tens of billions of dollars. Eva has experienced the scale of this industry firsthand, generating $500k ARR within three months of taking her Pokemon card-selling side hustle full-time. With additional segments like sports cards, comics, and emerging collectible categories, the growth runway is immense.

Co-founders Eva and Jon have been best friends since Exeter, combining finance expertise, a passion for collectibles, and mathematical rigor. By merging Goldman Sachs-level financial analytics with top-tier mathematical talent, Misprint is uniquely positioned to become the go-to platform for fair, transparent pricing in the collectibles space.",none,Misprint is building Robinhood for Pokemon cards,none,Marketplace,none,Consumer,none,CardBubble,CardBubble,none,,,,,,,,,,,,,,,,,,
30295,Infinite,infinite,https://bookface-images.s3.amazonaws.com/small_logos/3ee72e2d0f729f9fecd56cec594e37086a27cff9.png,https://infinite.dev,"San Francisco, CA, USA",Infinite is a stablecoin payment processor. We offer businesses turnkey APIs and SDKs to instantly move money anywhere in the world at a fraction of the cost of traditional solutions.,Global B2B Stablecoin Processor,4,Fintech,Fintech -> Payments,1739870082,Developer Tools,Payments,false,true,false,Winter 2025,Active,Fintech,Payments,United States of America,America / Canada,Early,false,false,,false,30295,Infinite,none,https://infinite.dev,none,"San Francisco, CA, USA",none,Infinite is a stablecoin payment processor. We offer businesses turnkey APIs and SDKs to instantly move money anywhere in the world at a fraction of the cost of traditional solutions.,none,Global B2B Stablecoin Processor,none,Developer Tools,none,Payments,none,,,,B2B,Compliance,,,B2B,none,Compliance,none,,,,,,,,,,
30293,Orbital Operations,orbital-operations,https://bookface-images.s3.amazonaws.com/small_logos/492921aa241caf7471287ab906f14d641f8eeab7.png,https://www.orbitalops.tech/,,"Orbital Operations is developing a high thrust, reusable space vehicle for satellite defense. We protect critical satellites, like GPS and Military communication satellites, from adversarial threats, like China and Russia.

Our vehicle will use the exact same propulsion systems that launch vehicles have used for decades by implementing a cryogenic management system. This will give us over 100x the thrust or current in-space propulsion.

Ross and I have over 15 years of combined aerospace experience across NASA, Aerojet Rocketdyne, SpaceX, Blue Origin, and Relativity Space. We’ve worked side by side for more than 3.5 years developing propulsion systems, turbomachinery, and building our own respective engineering teams.

We are currently working on the first demo of our unique cryo management system and intend to launch an operational vehicle by 2027. ",High Thrust Space Vehicles for Satellite Defense,2,Industrials,Industrials -> Aviation and Space,1736353830,,,false,true,false,Winter 2025,Active,Industrials,Aviation and Space,Unspecified,,Early,true,false,,false,30293,Orbital Operations,none,https://www.orbitalops.tech/,none,,none,"Orbital Operations is developing a high thrust, reusable space vehicle for satellite defense. We protect critical satellites, like GPS and Military communication satellites, from adversarial threats, like China and Russia.

Our vehicle will use the exact same propulsion systems that launch vehicles have used for decades by implementing a cryogenic management system. This will give us over 100x the thrust or current in-space propulsion.

Ross and I have over 15 years of combined aerospace experience across NASA, Aerojet Rocketdyne, SpaceX, Blue Origin, and Relativity Space. We’ve worked side by side for more than 3.5 years developing propulsion systems, turbomachinery, and building our own respective engineering teams.

We are currently working on the first demo of our unique cryo management system and intend to launch an operational vehicle by 2027. ",none,High Thrust Space Vehicles for Satellite Defense,none,,,,,,,,,,,,,,,,,,,,,,,,,
30285,Karsa,karsa,https://bookface-images.s3.amazonaws.com/small_logos/4e70eb9dc2e6d81269e32986a94420bc07247202.png,https://gokarsa.com/,"New York, NY, USA","Karsa is a stablecoin neobank for over 100M people in emerging markets. We enable people to buy dollar-denominated stablecoins, save money in US bank accounts, and spend anywhere with a Visa card.",Stablecoin neobank for emerging markets,2,Fintech,Fintech,1737358426,Fintech,Emerging Markets,false,true,false,Winter 2025,Active,Fintech,,United States of America,America / Canada,Early,false,false,,false,30285,Karsa,none,https://gokarsa.com/,none,"New York, NY, USA",none,"Karsa is a stablecoin neobank for over 100M people in emerging markets. We enable people to buy dollar-denominated stablecoins, save money in US bank accounts, and spend anywhere with a Visa card.",none,Stablecoin neobank for emerging markets,none,Fintech,none,Emerging Markets,none,Agency,Agency,none,Cryptocurrency,,,,Cryptocurrency,none,,,,,,,,,,,,
30279,Snowbase,snowbase,https://bookface-images.s3.amazonaws.com/small_logos/072efb2e6cfcc53017175fedf3f3279a70a6bf60.png,http://www.snowbase.ai/,"San Francisco, CA, USA","We're building Snowbase to help startups find their ideal customers through natural language search, signals, and verified contact data.",Find your ideal customers.,4,B2B,B2B -> Recruiting and Talent,1740115759,SaaS,B2B,false,false,false,Winter 2025,Active,B2B,,United States of America,America / Canada,Early,false,false,,false,30279,Snowbase,none,http://www.snowbase.ai/,none,"San Francisco, CA, USA",none,"We're building Snowbase to help startups find their ideal customers through natural language search, signals, and verified contact data.",none,Find your ideal customers.,none,SaaS,none,B2B,none,,,,Sales,,Remote,Partly Remote,Sales,none,,,,,,,,,,,,
30277,ReJot,rejot,https://bookface-images.s3.amazonaws.com/small_logos/f75ba97279846098d21850986cc1298a5b21d9a0.png,https://rejot.dev,"Amsterdam, NH, Netherlands","At ReJot, we're building a synchronization engine to greatly reduce the complexity of data sharing between backend services within enterprises. The traditional approach is Event Streaming, where events are published to a platform like Kafka. Kafka not only requires significant effort to operate, it also forces engineers to use events. Events come with inherent complexity—they encode something happening rather than something being (i.e., state).

Our approach is based on replication, where state is transferred directly instead of requiring a back-and-forth conversion to events. We provide primitives to enable teams to break data silos, while keeping in mind data ownership and provenance. Teams define what data their backend publishes and requires, and we'll make sure everything is reactively up-to-date. ReJot works on top of existing infrastructure such as Postgres.
",Sync engine to share data across engineering teams in enterprises,2,B2B,"B2B -> Engineering, Product and Design",1737760830,Developer Tools,Enterprise Software,false,false,false,Winter 2025,Active,B2B,"Engineering, Product and Design",Netherlands,Europe,Early,false,false,,false,30277,ReJot,none,https://rejot.dev,none,"Amsterdam, NH, Netherlands",none,"At ReJot, we're building a synchronization engine to greatly reduce the complexity of data sharing between backend services within enterprises. The traditional approach is Event Streaming, where events are published to a platform like Kafka. Kafka not only requires significant effort to operate, it also forces engineers to use events. Events come with inherent complexity—they encode something happening rather than something being (i.e., state).

Our approach is based on replication, where state is transferred directly instead of requiring a back-and-forth conversion to events. We provide primitives to enable teams to break data silos, while keeping in mind data ownership and provenance. Teams define what data their backend publishes and requires, and we'll make sure everything is reactively up-to-date. ReJot works on top of existing infrastructure such as Postgres.
",none,Sync engine to share data across engineering teams in enterprises,none,Developer Tools,none,Enterprise Software,none,,,,Infrastructure,Databases,,,Infrastructure,none,Databases,none,,,,,,,,,,
30274,Trata,trata,https://bookface-images.s3.amazonaws.com/small_logos/508cd0aa179903aea336ffc42458a82d33d548ac.png,https://www.trytrata.com/,"New York, NY, USA","Trata is an AI-powered research desk for hedge funds. We use agents to interview hedge fund analysts, write investment research, and distribute this through a subscription.",AI-powered research desk for hedge funds,3,B2B,B2B,1738274242,Artificial Intelligence,Finance,false,true,false,Winter 2025,Active,B2B,Finance and Accounting,United States of America,America / Canada,Early,false,false,,false,30274,Trata,none,https://www.trytrata.com/,none,"New York, NY, USA",none,"Trata is an AI-powered research desk for hedge funds. We use agents to interview hedge fund analysts, write investment research, and distribute this through a subscription.",none,AI-powered research desk for hedge funds,none,Artificial Intelligence,none,Finance,none,,,,B2B,Community,,,B2B,none,Community,none,Investing,Investing,none,,,,,,,
